look_back,lstm_units_1,lstm_units_2,dropout,learning_rate,batch_size,rmse,mae,mape,epochs_run,train_time_s
24,128,16,0.3,0.0005,16,0.1025438175033672,0.100765157866243,8.25657254865964,11,8.2
18,128,16,0.1,0.0005,32,0.1034159676630384,0.10209730611124156,8.371770279218861,13,10.7
18,32,64,0.3,0.0005,32,0.10402286560201475,0.10288268849513904,8.438838473353288,16,7.6
24,32,64,0.3,0.001,32,0.10449631476640525,0.10284593248125387,8.428932713528699,11,6.9
18,32,32,0.2,0.0005,32,0.1062725498445368,0.10467878937726861,8.580156220685206,18,8.0
24,128,16,0.2,0.001,32,0.1066034179052748,0.10437974765696871,8.548766146323898,11,7.4
18,128,32,0.1,0.001,32,0.10800697398322527,0.10545106462879578,8.633999799065034,11,7.1
12,128,64,0.3,0.001,32,0.10842783536892574,0.10602522888662065,8.682722852179417,11,6.8
24,128,32,0.1,0.001,32,0.10864502019303898,0.10665114296988956,8.737655873355887,11,7.8
24,32,16,0.3,0.001,32,0.10889022717926009,0.10705873673196746,8.7730285206692,13,18.1
24,128,64,0.2,0.0005,32,0.11038603419288855,0.10862307895296537,8.902526009238274,11,7.6
12,128,16,0.2,0.001,32,0.11120714336088845,0.10876456431141894,8.906943025401585,11,6.8
24,128,16,0.2,0.0005,32,0.11176811172654268,0.1101313222130476,9.027550407968587,13,8.1
24,32,64,0.2,0.001,32,0.11238008952512167,0.1107042983256828,9.074151014385366,12,7.1
24,128,16,0.1,0.0005,32,0.11292333560550508,0.11106225533356497,9.101341866515252,13,8.3
12,128,32,0.3,0.0005,32,0.11335669450696258,0.11181062438622053,9.166765717084251,13,7.1
12,64,64,0.3,0.001,32,0.11397157907484519,0.11234568679293597,9.209832685297203,12,6.6
12,128,64,0.2,0.0005,32,0.11398105922783683,0.11242764591213815,9.217294089163335,12,7.0
24,32,32,0.2,0.001,16,0.11505657072536107,0.1127144702515518,9.231883909380539,11,7.4
12,32,64,0.1,0.0005,32,0.11665221701057206,0.11509542492107766,9.436621246181447,14,7.2
24,64,64,0.1,0.0005,32,0.11705815249954374,0.11527419296774938,9.448167161977297,12,7.2
24,128,32,0.3,0.0005,32,0.11738359315829909,0.11538322423359555,9.454640093822944,12,7.6
18,128,32,0.1,0.0005,32,0.1174468385492205,0.11562632256374861,9.476856291187572,13,8.0
12,32,16,0.1,0.0005,32,0.11761759769303311,0.11591921062208572,9.502219568198802,17,7.3
18,128,16,0.3,0.0005,32,0.11775985808889165,0.11595296121645776,9.50387720474231,12,7.5
18,64,64,0.3,0.001,32,0.11782920733248023,0.11581953909803959,9.491098324097763,12,7.4
18,64,16,0.1,0.001,16,0.118185174330595,0.11549607229487704,9.456940510327893,11,7.1
12,32,64,0.3,0.0005,32,0.11847417543573398,0.11690332297776765,9.58480698438137,14,7.2
18,64,16,0.1,0.0005,32,0.11915610072056505,0.11734670037740719,9.618089368183641,15,7.4
18,64,32,0.2,0.0005,32,0.11972588912473299,0.11774290867269555,9.648641613495213,14,8.4
12,128,16,0.3,0.0005,32,0.12027934177887697,0.11857949839094911,9.720864151509026,13,7.1
24,64,64,0.2,0.0005,32,0.12038984592082723,0.11850162684058442,9.712250252363573,13,8.8
18,128,16,0.3,0.001,32,0.12088515268722382,0.11842435396619841,9.699755143362843,11,7.0
6,64,16,0.3,0.0005,32,0.12163409839180835,0.1197611096083093,9.819188187452315,18,5.8
24,64,32,0.3,0.0005,32,0.12168238594438395,0.119644571521703,9.804258818626662,13,7.5
24,64,16,0.3,0.001,32,0.12429171166618554,0.1216903587665324,9.96642574225612,13,7.7
12,32,32,0.3,0.0005,32,0.12461520581947387,0.12279872849345333,10.066100844749448,18,8.3
24,128,64,0.3,0.001,32,0.12474767767969643,0.12174691240013545,9.967201527976112,11,7.9
6,32,64,0.3,0.0005,32,0.12568284525750528,0.1236699092187305,10.137830660794354,17,10.0
24,32,32,0.3,0.001,32,0.12589161748864325,0.12356774667381387,10.123328251176668,13,7.1
24,32,64,0.1,0.0005,32,0.12668406040091507,0.12455103466967016,10.206148341127737,14,7.7
24,64,16,0.2,0.001,16,0.1275386823353501,0.12400332688540074,10.147719419657454,11,7.8
18,128,64,0.2,0.0005,32,0.12774177359867697,0.12553353017528174,10.28619780000995,12,7.5
18,64,64,0.3,0.0005,32,0.12826570724742586,0.126324191342129,10.354356417599222,14,7.8
24,64,16,0.1,0.0005,32,0.12855414106438529,0.12625852914623753,10.344568775581516,16,9.3
24,32,16,0.2,0.001,32,0.1291895007654207,0.12685317869851448,10.392936505153397,13,7.3
12,128,32,0.1,0.0005,32,0.12973249522914637,0.12778970245173232,10.474843774537558,13,6.9
18,32,64,0.1,0.001,32,0.13033248425207744,0.1281196347666084,10.498538613226218,12,6.9
12,32,16,0.2,0.001,32,0.1310478227481768,0.1289995961515973,10.572623093227127,15,7.1
24,64,32,0.1,0.0005,32,0.13162008903641603,0.12940768023307891,10.604421394576038,14,7.8
24,32,16,0.1,0.001,16,0.13165523624616593,0.1295400308253664,10.616088445615143,13,7.7
18,32,64,0.1,0.0005,32,0.1325794744630212,0.13056959404284785,10.7021531422064,14,7.5
18,32,64,0.3,0.001,32,0.13308427298171321,0.13049733448960632,10.689740702828871,12,7.0
12,64,16,0.1,0.0005,32,0.1346207748568842,0.13260649557638401,10.869277605941909,14,8.5
18,32,32,0.3,0.0005,32,0.13464963368701527,0.13213851828332884,10.825370858345043,16,7.5
12,128,16,0.1,0.0005,32,0.13487192576723828,0.13266375399986655,10.871953697374575,14,7.3
24,64,16,0.3,0.0005,32,0.13575179211916952,0.13323238192131398,10.915194267842107,14,7.9
12,64,16,0.3,0.001,32,0.1366962290240398,0.13434904387711072,11.008691253761727,13,6.7
24,32,16,0.3,0.0005,32,0.1370632522824945,0.13446478900133035,11.015311310807254,17,8.3
24,32,32,0.1,0.001,32,0.13718093961216007,0.13428073154851528,10.997261783051048,13,7.4
12,64,32,0.1,0.0005,32,0.1374424092071279,0.13534888859237965,11.093648831799136,16,7.1
18,32,32,0.1,0.0005,32,0.13792207222898376,0.1357776141292598,11.128452079565033,16,7.6
18,128,16,0.2,0.0005,32,0.1379583918197534,0.13558843523479613,11.110308749677724,13,8.0
24,32,32,0.2,0.0005,16,0.13922847562040086,0.1369372702743115,11.22165434825409,14,8.4
12,32,32,0.3,0.001,32,0.1392465887365395,0.1368880603364287,11.217102781284703,14,7.0
24,64,32,0.2,0.0005,32,0.1393295684798248,0.13685110944595813,11.212825984836055,15,7.9
18,64,32,0.3,0.001,32,0.13946528604530423,0.13706693485110766,11.23141476323983,13,8.0
24,128,32,0.2,0.0005,32,0.13955632976237423,0.13700420394844487,11.224638337793731,12,8.6
24,32,16,0.1,0.001,32,0.14007228673405445,0.1374101275084133,11.256616887733204,14,7.5
12,32,16,0.1,0.001,32,0.14232865384827467,0.13989596414238928,11.463220999395846,15,7.1
6,32,32,0.3,0.0005,32,0.14255028497073058,0.14033669011093455,11.506333994984077,19,11.2
18,32,32,0.2,0.001,32,0.14348826280678303,0.1406717317098042,11.522980736884335,12,7.0
24,32,32,0.1,0.0005,32,0.1436200231132939,0.14118066247661834,11.568863078495175,16,8.0
24,32,16,0.1,0.0005,32,0.14749043251920735,0.14499740184515755,11.881470676684248,19,8.8
18,32,16,0.3,0.0005,32,0.14831251468176948,0.14586144697127418,11.953126643058772,16,7.3
24,64,64,0.3,0.0005,32,0.14999897869497475,0.146846326793678,12.026801421751014,13,8.3
18,32,16,0.2,0.0005,32,0.15005649568618915,0.14767006067710828,12.102562467159563,20,8.2
24,32,64,0.2,0.0005,32,0.15120539383182918,0.14843108419605006,12.16069370029839,14,7.8
24,128,16,0.1,0.001,32,0.15125229615687802,0.14715468092354853,12.043511392495954,11,7.8
24,64,16,0.2,0.0005,16,0.15192047993200392,0.1492586634395031,12.229667175382666,12,7.9
18,64,16,0.3,0.0005,32,0.15389449312627843,0.15118370734751047,12.387408390517358,17,8.1
18,32,16,0.1,0.001,32,0.15496159032025097,0.15151716786106165,12.407276629898103,13,7.2
24,32,64,0.2,0.001,16,0.15850263206857307,0.15265488191770835,12.481068171054867,11,7.5
24,32,16,0.2,0.0005,32,0.1587949351973893,0.15559745532552519,12.744893826630326,16,7.8
24,32,16,0.1,0.0005,16,0.17218474881979637,0.16888154991767507,13.834318567752312,14,9.5
12,32,16,0.2,0.0005,16,0.1770263121209351,0.17426184397445782,14.282485800081075,15,6.5
