look_back,lstm_units_1,lstm_units_2,dropout,learning_rate,batch_size,rmse,mae,mape,epochs_run,train_time_s
18,64,64,0.1,0.0005,8,0.02320248201540063,0.021006211958726324,1.734556139069081,29,14.6
6,64,16,0.1,0.001,32,0.023333097760045992,0.0226944004303332,1.862542027624658,54,16.5
18,128,16,0.3,0.001,16,0.023434925158317167,0.020850990137050537,1.7122631305536646,64,24.2
12,128,16,0.2,0.001,8,0.023438785077112667,0.020102308698864386,1.6371347712867117,36,14.9
24,32,32,0.3,0.001,8,0.02358220675603645,0.023223984101987796,1.918032128582213,44,21.3
12,64,32,0.2,0.0005,8,0.023886427413936772,0.0237632360601995,1.9583292387736997,77,23.8
12,32,64,0.1,0.0005,16,0.023954048977725885,0.02205424394940147,1.830495299905303,29,10.7
12,64,32,0.2,0.001,32,0.02407848033323131,0.022906482812225307,1.896639594747197,27,9.6
12,32,64,0.2,0.0005,32,0.024110956863958585,0.022514320773354746,1.8674050258036818,44,12.6
24,128,16,0.2,0.001,8,0.024516406400797733,0.023894995058637365,1.975103941719435,34,22.9
24,128,32,0.2,0.0005,16,0.024608903764704912,0.020782092897465923,1.733955421012766,50,21.5
12,32,64,0.2,0.001,8,0.02479134147843235,0.021029603021457368,1.7117520025997677,47,16.0
6,32,16,0.2,0.0005,32,0.024846642790305375,0.024217513800786277,1.988262185685449,121,36.7
24,128,64,0.2,0.001,8,0.02486603991275155,0.023643945386088477,1.9573902876383138,15,12.0
18,64,16,0.2,0.0005,8,0.024904963475881246,0.024445652313600116,2.0199519445913174,60,25.7
18,64,64,0.3,0.0005,16,0.02490716864158304,0.020429740643332625,1.7068962853480794,23,11.6
18,64,32,0.3,0.001,16,0.025038182732569105,0.022984945956439646,1.9093973686483832,49,16.5
18,128,64,0.1,0.0005,16,0.02506475209397301,0.02064538228008967,1.7250888108137816,21,11.4
12,32,64,0.3,0.0005,16,0.025161573916370965,0.02358210494312278,1.9549761164134014,43,13.6
6,64,16,0.2,0.001,32,0.025170386003676177,0.024816123207506178,2.038136232129751,50,16.7
12,128,16,0.1,0.0005,8,0.02520282764383622,0.021377349059031745,1.7430986270469448,34,15.2
12,32,32,0.1,0.0005,32,0.02524017088739013,0.023627211967555142,1.9586672028061132,47,12.9
